29053.60401018914,-1740.086272219873,-2149.581382274299
X,Y,Z
29102.969027502593,-1745.6916855470415,-2153.1472706461595
X,Y,Z
29149.65925895737,-1750.998455519623,-2156.656534070682
X,Y,Z
29198.669507912236,-1756.5749520865227,-2160.439121825163
X,Y,Z
29250.77872770979,-1762.513158888804,-2164.427053667375
X,Y,Z
29301.757316170086,-1768.3326789014639,-2168.2337736080267
X,Y,Z
29358.306625544257,-1774.7997418000984,-2172.3685286208924
X,Y,Z
29406.059234697866,-1780.2700013776434,-2175.809472224218
X,Y,Z
29455.764957649324,-1785.9726659582743,-2179.3570534866403
X,Y,Z
29504.69327827081,-1791.594633588128,-2182.8255614682735
X,Y,Z
29550.942106782495,-1796.9164419178032,-2186.089298631267
X,Y,Z
29597.647430643232,-1802.298352133387,-2189.3752317976964
X,Y,Z
29648.446934348074,-1808.1606628536676,-2192.941492138235
X,Y,Z
29703.167279900874,-1814.4854821059212,-2196.7771848126754
X,Y,Z
29752.43920180348,-1820.18942568211,-2200.2277282618816
X,Y,Z
29799.418561796174,-1825.6358121118424,-2203.5159932506062
X,Y,Z
29847.169389850835,-1831.1795241032353,-2206.8572448887435
X,Y,Z
29899.292300250112,-1837.2399305347683,-2210.503856228393
X,Y,Z
29951.726962636465,-1843.3462302604419,-2214.1720704143972
X,Y,Z
30003.707463108436,-1849.4092768282521,-2217.8086001173365
X,Y,Z
30050.409910819162,-1854.8649138982892,-2221.0761036415875
X,Y,Z
30103.313334790568,-1861.0543523721208,-2224.7777964124125
X,Y,Z
30150.99127102557,-1866.6410578834439,-2228.114177915667
X,Y,Z
30196.819680749733,-1872.0188170550955,-2231.3214659369887
X,Y,Z
30243.584979835832,-1877.5144044725907,-2234.594690849072
X,Y,Z
30293.306651969946,-1883.366185435989,-2238.075226761987
X,Y,Z
30341.625821366666,-1889.0616129631906,-2241.4579806221177
X,Y,Z
30387.845302208414,-1894.5176309015612,-2244.6940637124426
X,Y,Z
30436.379331402066,-1900.2554288767387,-2248.092554296889
X,Y,Z
30485.729053658302,-1906.0986996883275,-2251.548507099401
X,Y,Z
30535.75806998842,-1912.0317603832873,-2255.052410135064
X,Y,Z
30585.673992142696,-1917.9608415815378,-2258.548752548032
X,Y,Z
30636.268248864897,-1923.9801868020884,-2262.0929203414385
X,Y,Z
30686.729830040065,-1929.9935311221996,-2265.6281563275415
X,Y,Z
30733.295160052152,-1935.5512762693752,-2268.8907496337706
X,Y,Z
30781.672371000266,-1941.3341900029786,-2272.280562939008
X,Y,Z
30828.87167610869,-1946.9851109795773,-2275.588141885283
X,Y,Z
30880.48133508026,-1953.174092655958,-2279.205098029372
X,Y,Z
30932.38176845383,-1959.4085884271708,-2282.8427892056843
X,Y,Z
30984.918414008433,-1965.730459093378,-2286.52541336881
X,Y,Z
31039.807459875607,-1972.34728123765,-2290.373252710774
X,Y,Z
31093.306842658505,-1978.8083802380893,-2294.1240210983087
X,Y,Z
31142.280635794545,-1984.73322375746,-2297.5578010832764
X,Y,Z
31191.511774708797,-1990.6991996074523,-2301.009911736055
X,Y,Z
31241.230495370386,-1996.7345322474946,-2304.496470028454
X,Y,Z
31292.290362600026,-2002.9435111762268,-2308.077372252374
X,Y,Z
31343.459948211337,-2009.176962414746,-2311.666271706269
X,Y,Z
31395.288999975284,-2015.5022363628084,-2315.3017012126174
X,Y,Z
31442.402909079367,-2021.2621989371453,-2318.60668262017
X,Y,Z
31498.80194233687,-2028.170131984615,-2322.5633624092648
X,Y,Z
31550.447114705734,-2034.5081691161436,-2326.1868334891547
X,Y,Z
31599.757087792652,-2040.5707828260297,-2329.6467497343333
X,Y,Z
31651.745957590105,-2046.9746957749794,-2333.294935226883
X,Y,Z
31699.87912501829,-2052.914717492453,-2336.6727942967213
X,Y,Z
31749.76552264722,-2059.0824430087205,-2340.173952242119
X,Y,Z
31800.514767581077,-2065.368829859843,-2343.7359401316053
X,Y,Z
31848.78913816994,-2071.3600050098667,-2347.1244687489657
X,Y,Z
31898.76869485074,-2077.5746033036808,-2350.632951767124
X,Y,Z
31949.677067565848,-2083.9171826512347,-2354.2069039640937
X,Y,Z
32003.029270250598,-2090.5779358661416,-2357.9527371664367
X,Y,Z
32054.21175873755,-2096.9811617142955,-2361.546506197215
X,Y,Z
32104.17347967295,-2103.2444426387306,-2365.054823064906
X,Y,Z
32156.36013356721,-2109.8003037839217,-2368.719673204335
X,Y,Z
32207.47043381183,-2116.234661410153,-2372.309222301533
X,Y,Z
32259.68848894416,-2122.8226764609612,-2375.976846746611
X,Y,Z
32310.602385926064,-2129.260159659178,-2379.5531452346145
X,Y,Z
32360.968583790327,-2135.6421872004607,-2383.0912429243053
X,Y,Z
32410.25974746195,-2141.901455228146,-2386.5540931676783
X,Y,Z
32460.524677190893,-2148.298273840174,-2390.0856079516902
X,Y,Z
32510.91081953264,-2154.7247890137482,-2393.6259018765436
X,Y,Z
32560.841477101254,-2161.107491329413,-2397.134474474167
X,Y,Z
32613.201266176096,-2167.816190801069,-2400.8140229798323
X,Y,Z
32665.407193830473,-2174.521169544273,-2404.4830543688427
X,Y,Z
32723.283139593546,-2181.9733027185293,-2408.5509085169792
X,Y,Z
32776.25651023275,-2188.8118866488257,-2412.27446580556
X,Y,Z
32831.159337672245,-2195.917676085484,-2416.133944072415
X,Y,Z
32886.15981033667,-2203.0548538423227,-2420.0006257242517
X,Y,Z
32938.946569272644,-2209.922664167023,-2423.711979514727
X,Y,Z
32988.708257316044,-2216.413168617293,-2427.210878426899
X,Y,Z
33038.81048973732,-2222.964246785137,-2430.733970559625
X,Y,Z
33088.04724509127,-2229.4181427705485,-2434.1964734676662
X,Y,Z
33137.75345441589,-2235.949842174477,-2437.692262601457
X,Y,Z
33188.15071398451,-2242.5892329809435,-2441.236764206139
X,Y,Z
33238.357852279165,-2249.220566316387,-2444.7672809415967
X,Y,Z
33285.235149424676,-2255.4274277820673,-2448.0623178677324
X,Y,Z
33334.422653060275,-2261.9560845959904,-2451.518484119907
X,Y,Z
33386.898284943796,-2268.9391212158516,-2455.204628446213
X,Y,Z
33439.64118730375,-2275.976344734978,-2458.9088293055947
X,Y,Z
33492.74419279472,-2283.0804244681385,-2462.6377609513656
X,Y,Z
33546.72770297118,-2290.3216576986256,-2466.428003619905
X,Y,Z
33596.404089355216,-2297.0023481733024,-2469.9155917264698
X,Y,Z
33647.65308500047,-2303.9117477963828,-2473.513404501807
X,Y,Z
33701.15889806031,-2311.144072624509,-2477.269406813565
X,Y,Z
33753.89270123685,-2318.2906632578793,-2480.971123290443
X,Y,Z
33807.673187234584,-2325.5981167423574,-2484.74615599605
X,Y,Z
33859.68466674188,-2332.683492241702,-2488.3968321246316
X,Y,Z
33911.77620356609,-2339.79777831308,-2492.0530306558207
X,Y,Z
33968.55408238024,-2347.5725963791197,-2496.0380078471007
X,Y,Z
34026.03608140438,-2355.465634617869,-2500.072179523415
X,Y,Z
34082.43957365694,-2363.231862325609,-2504.030510352893
X,Y,Z
34138.816108578845,-2371.0153703759597,-2507.9868437873083
X,Y,Z
34189.725848774724,-2378.0620866131935,-2511.5594238045555
X,Y,Z
34241.19102473814,-2385.2029762245265,-2515.170829188905
X,Y,Z
34293.79287322957,-2392.5195322019526,-2518.8617892284933
X,Y,Z
34346.308480001586,-2399.842150624256,-2522.5465407322004
X,Y,Z
34399.602452196676,-2407.2917231982055,-2526.2856840748304
X,Y,Z
34453.37685578408,-2414.8272266226945,-2530.0583039151093
X,Y,Z
34507.576277449516,-2422.4413008356364,-2533.8605283529346
X,Y,Z
34560.985658840844,-2429.963008733209,-2537.6070728104414
X,Y,Z
34615.508626324234,-2437.6605693712313,-2541.4314674303228
X,Y,Z
34668.79692889019,-2445.2023088397564,-2545.169010560487
X,Y,Z
34722.70388147481,-2452.8501217497114,-2548.949657708771
X,Y,Z
34777.264395144215,-2460.6095568199416,-2552.775815931806
X,Y,Z
34832.3673594877,-2468.465338388878,-2556.6397013846413
X,Y,Z
34886.23852232712,-2476.1640484925474,-2560.4168964038276
X,Y,Z
34939.98622370767,-2483.8632936941426,-2564.1850804458822
X,Y,Z
34993.32181887246,-2491.5213567928367,-2567.9240255792147
X,Y,Z
35048.7829609267,-2499.50333729181,-2571.811606644129
X,Y,Z
35103.26124095748,-2507.362324705383,-2575.6298831666672
X,Y,Z
35157.24551503095,-2515.1679847119863,-2579.413122113492
X,Y,Z
35208.88174611227,-2522.650721839423,-2583.0314479801445
X,Y,Z
35262.58117534677,-2530.4494978838497,-2586.793962522107
X,Y,Z
35314.92606861718,-2538.0681673132526,-2590.4611304276355
X,Y,Z
35369.65651122388,-2546.0514367999795,-2594.294973612048
X,Y,Z
35423.69784267172,-2553.9514683752623,-2598.080085156129
X,Y,Z
35476.748700802986,-2561.7232672549403,-2601.795363863824
X,Y,Z
35530.8514742733,-2569.6659053114145,-2605.583854471135
X,Y,Z
35586.05064438086,-2577.7867362111892,-2609.4486313072703
X,Y,Z
35639.800852192784,-2585.7109566741105,-2613.2114223250146
X,Y,Z
35693.56181530403,-2593.652939908953,-2616.974436612759
X,Y,Z
35746.79668379439,-2601.532964447837,-2620.7001117503805
X,Y,Z
35800.19268025865,-2609.452413250944,-2624.4365273915428
X,Y,Z
35855.339616488796,-2617.6477419410403,-2628.2949028675544
X,Y,Z
35911.81866318611,-2626.057873033851,-2632.2458933535468
X,Y,Z
35967.30507967608,-2634.336584692795,-2636.1268510979953
X,Y,Z
36023.031578281596,-2642.667267058563,-2640.0239945991807
X,Y,Z
36077.88985691533,-2650.8837626293293,-2643.8598336501805
X,Y,Z
36133.914998969034,-2659.2907879261925,-2647.7766549395187
X,Y,Z
36190.754881814486,-2667.8361310208456,-2651.7497795983063
X,Y,Z
36245.118685146925,-2676.0241566129853,-2655.549194076386
X,Y,Z
36300.56943199944,-2684.3907362483305,-2659.423925307244
X,Y,Z
36358.62496080054,-2693.166175525769,-2663.479952981788
X,Y,Z
36416.78464090467,-2701.973367745783,-2667.542498007417
X,Y,Z
36475.32974138694,-2710.8548657329206,-2671.6311876529335
X,Y,Z
36533.18789095041,-2719.647635875844,-2675.6711285757506
X,Y,Z
36587.56500451533,-2727.9252268101372,-2679.4673018071494
X,Y,Z
36642.54450414144,-2736.3079576411537,-2683.3048376266265
X,Y,Z
36693.287821807506,-2744.0566179415137,-2686.846075222097
X,Y,Z
36749.68656206809,-2752.6820058980697,-2690.7812900494623
X,Y,Z
36804.822449164225,-2761.1274280848493,-2694.627673129624
X,Y,Z
36860.27702444616,-2769.6346054895166,-2698.4955716547374
X,Y,Z
36915.313523083554,-2778.0902891848837,-2702.333582741899
X,Y,Z
36974.60159157925,-2787.2130636815864,-2706.467266403446
X,Y,Z
37034.3569639485,-2796.4221007818996,-2710.632663036034
X,Y,Z
37091.159170860235,-2805.189176406501,-2714.5913872028163
X,Y,Z
37148.83277114723,-2814.103663776834,-2718.610027478769
X,Y,Z
37200.693532378464,-2822.130618895843,-2722.2229331301664
X,Y,Z
37261.66521567516,-2831.5808155048207,-2726.4696992446297
X,Y,Z
37318.16296606333,-2840.3500012057057,-2730.404016850833
X,Y,Z
37378.26733109964,-2849.691886476936,-2734.588606387815
X,Y,Z
37435.03128404155,-2858.526605049312,-2738.5397976450417
X,Y,Z
37488.82402345122,-2866.9094992866876,-2742.283419169101
X,Y,Z
37541.879511494895,-2875.187476990291,-2745.9750099248213
X,Y,Z
37594.990046606246,-2883.4838272283428,-2749.6697079715327
X,Y,Z
37655.000359930425,-2892.86958883065,-2753.8435270536716
X,Y,Z
37716.76813986932,-2902.5428853315143,-2758.138604701484
X,Y,Z
37771.117475487554,-2911.064856470333,-2761.9170095713976
X,Y,Z
37824.93654459168,-2919.5131839552155,-2765.657790257684
X,Y,Z
37886.01320783785,-2929.112070086111,-2769.902106316398
X,Y,Z
37941.471665840116,-2937.8382242549665,-2773.7551641436344
X,Y,Z
37995.55223520368,-2946.3568003425075,-2777.511704521527
X,Y,Z
38049.711411179676,-2954.8967499034334,-2781.27289387132
X,Y,Z
38109.25256255523,-2964.2955679819574,-2785.4069133452085
X,Y,Z
38167.82494208602,-2973.551736282346,-2789.472734897929
X,Y,Z
38221.500198373906,-2982.0428147726834,-2793.1978056816683
X,Y,Z
38279.23172358932,-2991.1848058066553,-2797.203507421177
X,Y,Z
38337.22176326411,-3000.3772137490246,-2801.226221101788
X,Y,Z
38391.32746082868,-3008.9623112127656,-2804.9786328663536
X,Y,Z
38446.187145540134,-3017.6752075151394,-2808.782488500803
X,Y,Z
38507.647160062515,-3027.445964821554,-2813.042963872437
X,Y,Z
38562.55902720694,-3036.184128708202,-2816.8485856896477
X,Y,Z
38616.17609023449,-3044.72377370861,-2820.56362658935
X,Y,Z
38670.99783839202,-3053.4628377206614,-2824.361285616178
X,Y,Z
38728.796695575955,-3062.684589560187,-2828.364240182187
X,Y,Z
38784.70839738412,-3071.6130177679975,-2832.235564786368
X,Y,Z
38840.52136584139,-3080.533145279167,-2836.0991363826984
X,Y,Z
38897.70579173178,-3089.680039805654,-2840.0566849499914
X,Y,Z
38955.66653713917,-3098.958762919581,-2844.066958767851
X,Y,Z
39014.503141225985,-3108.3854168939456,-2848.136799497436
X,Y,Z
39071.30893631469,-3117.4939138124446,-2852.065190111524
X,Y,Z
39130.53893069107,-3126.9984730049728,-2856.1602052579547
X,Y,Z
39189.19826886914,-3136.4186630506047,-2860.214737547808
X,Y,Z
39247.02270309291,-3145.711608044638,-2864.210548821083
X,Y,Z
39305.46316084857,-3155.1102717288204,-2868.247893897648
X,Y,Z
39365.42585337244,-3164.7605858840748,-2872.389312032414
X,Y,Z
39422.42464368882,-3173.9401331279896,-2876.325009214942
X,Y,Z
39483.4327166137,-3183.771892921946,-2880.53645047346
X,Y,Z
39543.564335216746,-3193.468792055827,-2884.6862805053756
X,Y,Z
39604.452866593,-3203.293987443227,-2888.887217487225
X,Y,Z
39667.53977952594,-3213.480306774128,-2893.2386275319627
X,Y,Z
39727.77085360505,-3223.2113496281145,-2897.3919153085444
X,Y,Z
39790.06041194955,-3233.2807313322273,-2901.6859711796105
X,Y,Z
39852.40202259197,-3243.3641603793917,-2905.9824115529723
X,Y,Z
39914.88784760478,-3253.4763300689156,-2910.287579039219
X,Y,Z
39975.824312172546,-3263.342754151417,-2914.4848245913563
X,Y,Z
40037.2733398287,-3273.2969251643362,-2918.716199680625
X,Y,Z
40101.19928516991,-3283.6571463483856,-2923.1168854305033
X,Y,Z
40163.47735539352,-3293.7547744257413,-2927.402899222191
X,Y,Z
40227.63241320297,-3304.161087648881,-2931.8168081595413
X,Y,Z
40293.1557116498,-3314.7936263745573,-2936.3235005590936
X,Y,Z
40358.10553035168,-3325.337099298213,-2940.7893923241018
X,Y,Z
40423.511768228935,-3335.9584118909165,-2945.2852954187333
X,Y,Z
40486.61835187952,-3346.2096061679986,-2949.6218153404548
X,Y,Z
40553.506012014885,-3357.078303163874,-2954.2167549890546
X,Y,Z
40618.096479498796,-3367.576687180561,-2958.6525168194107
X,Y,Z
40682.389817540854,-3378.0294033287505,-2963.066539442151
X,Y,Z
40746.185466654766,-3388.4035376612383,-2967.445067294967
X,Y,Z
40814.09017667509,-3399.448134845009,-2972.104155848351
X,Y,Z
40885.087741793286,-3410.9979669649106,-2976.9738316855546
X,Y,Z
40954.107487444766,-3422.227882664938,-2981.706260799628
X,Y,Z
41020.336406729344,-3433.0051186507458,-2986.245864457731
X,Y,Z
41086.311028633514,-3443.742061208395,-2990.7665961455805
X,Y,Z
41154.0681883256,-3454.7699572575057,-2995.4079728374236
X,Y,Z
41211.63982682758,-3464.1405704948697,-2999.3504510804164
X,Y,Z
41280.097068381874,-3475.283280994596,-3004.0369501362234
X,Y,Z
41341.36800878925,-3485.2563430671617,-3008.2301658235824
X,Y,Z
41409.93175107799,-3496.416244216618,-3012.9210074417724
X,Y,Z
41471.6899752047,-3506.4679975189492,-3017.144911700508
X,Y,Z
41533.03844686062,-3516.4524278571826,-3021.3395311150784
X,Y,Z
41592.55427056342,-3526.1377972348373,-3025.4076451377377
X,Y,Z
41652.94972518276,-3535.965310830555,-3029.534680522245
X,Y,Z
41712.575178000356,-3545.6663430662907,-3033.6079089913333
X,Y,Z
41772.80856130109,-3555.4648912200037,-3037.7214673550316
X,Y,Z
41833.28170445118,-3565.3008330200764,-3041.850183598604
X,Y,Z
41894.67273159081,-3575.28421492023,-3046.0403193250136
X,Y,Z
41958.37066895365,-3585.640557250477,-3050.3865787636823
X,Y,Z
42019.87411843696,-3595.6377854213088,-3054.581819513489
X,Y,Z
42082.93673703257,-3605.885865814738,-3058.882105626088
X,Y,Z
42148.65734342538,-3616.562871499776,-3063.362231180658
X,Y,Z
42212.08198627087,-3626.863733021985,-3067.68448022053
X,Y,Z
42275.35673258353,-3637.1369500508436,-3071.9951823076813
X,Y,Z
42339.09601888975,-3647.4820271708845,-3076.3361889717653
X,Y,Z
42403.0226562896,-3657.853688619071,-3080.6885962868314
X,Y,Z
42469.06016519116,-3668.5635624532497,-3085.1832895198304
X,Y,Z
42532.313046508156,-3678.817527781536,-3089.4870874248004
X,Y,Z
42597.95278339061,-3689.453736370174,-3093.9518680229503
X,Y,Z
42665.25792300758,-3700.3546095407996,-3098.5284239050748
X,Y,Z
42733.49956765874,-3711.401545598597,-3103.1671063553167
X,Y,Z
42807.091337238875,-3723.3079258153057,-3108.16773697114
X,Y,Z
42873.67503181786,-3734.074263876748,-3112.6906278914194
X,Y,Z
42941.71804016947,-3745.0702220493777,-3117.311116562647
X,Y,Z
43005.815698874896,-3755.422505474446,-3121.6622922655424
X,Y,Z
43071.19972908659,-3765.976210909077,-3126.099400388995
X,Y,Z
43143.47417399562,-3777.6343653689923,-3131.002470384784
X,Y,Z
43210.32352347738,-3788.4099257117646,-3135.535969388076
X,Y,Z
43276.71464919601,-3799.104238248725,-3140.0369342705735
X,Y,Z
43350.91932003919,-3811.04815849631,-3145.065905922283
X,Y,Z
43423.01847653547,-3822.6437713982964,-3149.950449070663
X,Y,Z
43488.60020177257,-3833.182891060164,-3154.3919685335695
X,Y,Z
43557.21598027874,-3844.2008608261685,-3159.0374665712907
X,Y,Z
43625.23501767008,-3855.1139449280718,-3163.641044504713
X,Y,Z
43695.608084605774,-3866.3949580730145,-3168.402350401977
X,Y,Z
43768.42395687279,-3878.056841371338,-3173.327231976806
X,Y,Z
43839.50206284574,-3889.4296175998193,-3178.1329165910015
X,Y,Z
43908.264229710534,-3900.421425277932,-3182.780455113051
X,Y,Z
43979.70972056296,-3911.8310514809405,-3187.6077379057992
X,Y,Z
44052.122682414076,-3923.383338940474,-3192.498697181528
X,Y,Z
44121.17109707233,-3934.3875155910023,-3197.1608225185996
X,Y,Z
44195.31738582366,-3946.191511749209,-3202.1654493139745
X,Y,Z
44268.418574750525,-3957.8160466161426,-3207.097809399304
X,Y,Z
44343.50768853122,-3969.742878860217,-3212.162516139184
X,Y,Z
44423.8167826478,-3982.4829940845757,-3217.577308156834
X,Y,Z
44497.59592863322,-3994.172476636971,-3222.550020389911
X,Y,Z
44574.92070916923,-4006.408271874483,-3227.7598658564757
X,Y,Z
44649.13147616425,-4018.136118245958,-3232.7581259856815
X,Y,Z
44725.972163067534,-4030.2635883405724,-3237.9316894546278
X,Y,Z
44801.557188253035,-4042.176722660026,-3243.0189052816713
X,Y,Z
44879.42470813233,-4054.432546153865,-3248.2578755504874
X,Y,Z
44955.30394830321,-4066.3584897611577,-3253.36125193067
X,Y,Z
45034.48855765305,-4078.785815296404,-3258.6850333990405
X,Y,Z
45114.52645951851,-4091.3279328587155,-3264.0642137126574
X,Y,Z
45193.68806331898,-4103.713518818322,-3269.382555888908
X,Y,Z
45274.13152238923,-4116.279796789169,-3274.7850542923516
X,Y,Z
45350.20875728826,-4128.145310597635,-3279.8925170789025
X,Y,Z
45431.53186188721,-4140.8086025052135,-3285.3502283510347
X,Y,Z
45508.23968251242,-4152.733636537399,-3290.4963690127875
X,Y,Z
45586.68297217615,-4164.908536171442,-3295.757106133077
X,Y,Z
45673.03962409841,-4178.288022827905,-3301.546413333545
X,Y,Z
45756.53685983769,-4191.200644717827,-3307.1419110067563
X,Y,Z
45834.62309092524,-4203.254986245853,-3312.372923168186
X,Y,Z
45915.143207864225,-4215.66304869937,-3317.7651015166616
X,Y,Z
45996.63108779119,-4228.197236108064,-3323.2201649350254
X,Y,Z
46080.43409468475,-4241.063109419394,-3328.8282106397955
X,Y,Z
46164.65698010444,-4253.9682052410335,-3334.462320438514
X,Y,Z
46255.50799294434,-4267.860196458343,-3340.537547825841
X,Y,Z
46324.643752427,-4278.411546125474,-3345.1590985933485
X,Y,Z
46404.52597730087,-4290.581079281682,-3350.4973405796136
X,Y,Z
46487.032545258124,-4303.125538684473,-3356.0090753900013
X,Y,Z
46569.13540392637,-4315.583294506316,-3361.4919568511573
X,Y,Z
46652.148265391115,-4328.153196628393,-3367.0337186951397
X,Y,Z
46734.95841043159,-4340.666177955413,-3372.560068964875
X,Y,Z
46816.69457376011,-4352.9909628368805,-3378.0129213060413
X,Y,Z
46899.33671093666,-4365.425962635757,-3383.524378207821
X,Y,Z
46983.41426781231,-4378.049498953345,-3389.129681198517
X,Y,Z
47066.08305966541,-4390.434326840327,-3394.6392245272796
X,Y,Z
47151.203106728564,-4403.157994052435,-3400.3102408491695
X,Y,Z
47234.97591920167,-4415.651949014846,-3405.88965180596
X,Y,Z
47321.93152395034,-4428.590645768722,-3411.6791225574007
X,Y,Z
47406.65541680951,-4441.167722234792,-3417.318139245689
X,Y,Z
47489.36450507842,-4453.417381514221,-3422.821298606847
X,Y,Z
47573.495341714275,-4465.848803249897,-3428.417286041446
X,Y,Z
47662.25104748218,-4478.932233308215,-3434.318913988677
X,Y,Z
47749.12814878159,-4491.707378120602,-3440.093586926723
X,Y,Z
47836.41116033927,-4504.510874987625,-3445.8932016611375
X,Y,Z
47908.3063716839,-4515.0335303843885,-3450.6688482011714
X,Y,Z
47999.27190646337,-4528.31668313479,-3456.709418623522
X,Y,Z
48073.16191911501,-4539.081049847378,-3461.6146937541585
X,Y,Z
48160.64675934856,-4551.796358276022,-3467.420792182987
X,Y,Z
48234.276526257665,-4562.473010395677,-3472.3059077087337
X,Y,Z
48312.14645673162,-4573.739665345717,-3477.470960790242
X,Y,Z
48385.61691788354,-4584.346275211128,-3482.3429309708094
X,Y,Z
48457.97132982729,-4594.769393231121,-3487.1396801521646
X,Y,Z
48551.327288012006,-4608.18498747534,-3493.3269918598153
X,Y,Z
48630.021788946746,-4619.46476256924,-3498.541029636492
X,Y,Z
48706.83560832268,-4630.449402616715,-3503.6290961253203
X,Y,Z
48794.42856757757,-4642.944606491367,-3509.429568995503
X,Y,Z
48871.68683887371,-4653.938172595863,-3514.544309019451
X,Y,Z
48954.579539229264,-4665.704875363439,-3520.0306328247125
X,Y,Z
49029.99173619927,-4676.383923572392,-3525.0205585143353
X,Y,Z
49119.274944393444,-4688.995414617514,-3530.926759835582
X,Y,Z
49194.01382362811,-4699.52592110163,-3535.869567970024
X,Y,Z
49271.75559834772,-4710.453810985307,-3541.009765140746
X,Y,Z
49345.79339391093,-4720.836640729117,-3545.9039207920687
X,Y,Z
49435.03514340605,-4733.319950202618,-3551.801663415681
X,Y,Z
49523.29619087158,-4745.631986048638,-3557.633051792556
X,Y,Z
49596.94132429656,-4755.879197842674,-3562.497598591464
X,Y,Z
49687.0292411207,-4768.382181870475,-3568.4468232572904
X,Y,Z
49759.69653750052,-4778.441665915823,-3573.244500309939
X,Y,Z
49848.572974353556,-4790.7137544749385,-3579.111017794222
X,Y,Z
49939.07367579574,-4803.174783369031,-3585.083273123424
X,Y,Z
50022.97310348479,-4814.695041938596,-3590.618581050092
X,Y,Z
50099.78578253425,-4825.215372596458,-3595.6852415709905
X,Y,Z
50175.47891717121,-4835.557287070604,-3600.6770524132185
X,Y,Z
50251.076877186795,-4845.8613229554285,-3605.6616028783233
X,Y,Z
50338.97992228229,-4857.811278015263,-3611.4562677304607
X,Y,Z
50431.3372099438,-4870.330576722015,-3617.543176227803
X,Y,Z
50520.72114958319,-4882.411590124003,-3623.4327920602095
X,Y,Z
50611.93483046396,-4894.704255312075,-3629.4416498327532
X,Y,Z
50689.388096185365,-4905.11425367075,-3634.542988195766
X,Y,Z
50767.25785292842,-4915.554181772584,-3639.6708251354003
X,Y,Z
50841.78593319571,-4925.521692316918,-3644.5777489509683
X,Y,Z
50917.40885511571,-4935.61129777349,-3649.5559045878204
X,Y,Z
50994.19924730981,-4945.831653266689,-3654.6100553863794
X,Y,Z
51085.22348416024,-4957.913897539557,-3660.5999532880483
X,Y,Z
51162.190008490354,-4968.102708409607,-3665.663869909692
X,Y,Z
