X,Y,Z
8.306272506713867,-29.3929386138916,-20.075687408447266
8.555076599121094,-29.75189971923828,-20.076128005981445
8.815520286560059,-30.119565963745117,-20.076581954956055
9.072250366210938,-30.47426414489746,-20.076980590820312
9.340786933898926,-30.837438583374023,-20.077369689941406
9.605293273925781,-31.187686920166016,-20.077747344970703
9.881759643554688,-31.546186447143555,-20.078136444091797
10.15388011932373,-31.891809463500977,-20.0784912109375
10.4296875,-32.2350959777832,-20.078805923461914
10.717666625976562,-32.58629608154297,-20.079130172729492
11.00083065032959,-32.92472457885742,-20.079444885253906
11.28754997253418,-33.26070022583008,-20.07975959777832
11.59548282623291,-33.61432647705078,-20.080093383789062
11.889388084411621,-33.94516372680664,-20.080408096313477
12.195773124694824,-34.28335952758789,-20.080717086791992
12.496567726135254,-34.60900115966797,-20.080968856811523
12.80068588256836,-34.93204116821289,-20.081220626831055
13.117445945739746,-35.26211929321289,-20.081480026245117
13.428167343139648,-35.579803466796875,-20.08173179626465
13.75163459777832,-35.90431594848633,-20.08199119567871
14.068770408630371,-36.2165412902832,-20.082242965698242
14.398738861083984,-36.53538513183594,-20.082502365112305
14.722087860107422,-36.84207534790039,-20.082754135131836
15.048428535461426,-37.14600372314453,-20.083005905151367
15.387739181518555,-37.45622253417969,-20.08326530456543
15.720012664794922,-37.75447082519531,-20.08351707458496
16.065338134765625,-38.058807373046875,-20.083776473999023
16.40336036682129,-38.35131072998047,-20.084028244018555
16.744144439697266,-38.640960693359375,-20.084280014038086
17.098100662231445,-38.93637466430664,-20.08453941345215
17.44436264038086,-39.22016525268555,-20.08479118347168
17.793256759643555,-39.50104522705078,-20.08504295349121
18.155433654785156,-39.787384033203125,-20.085302352905273
18.509544372558594,-40.062313079833984,-20.085548400878906
18.877010345458984,-40.342472076416016,-20.085742950439453
19.23617172241211,-40.61137771606445,-20.0859317779541
19.60875701904297,-40.88530349731445,-20.086132049560547
19.972808837890625,-41.14811706542969,-20.086336135864258
20.339208602905273,-41.40790557861328,-20.086524963378906
20.71912956237793,-41.672386169433594,-20.086719512939453
21.090187072753906,-41.92598342895508,-20.0869083404541
21.474834442138672,-42.18404769897461,-20.08710289001465
21.850399017333984,-42.431396484375,-20.087291717529297
22.22813606262207,-42.675628662109375,-20.087480545043945
22.619537353515625,-42.92399215698242,-20.087675094604492
23.001583099365234,-43.16185760498047,-20.08786392211914
23.38566017150879,-43.39656448364258,-20.08805274963379
23.78352165222168,-43.63505172729492,-20.088247299194336
24.17171287536621,-43.863277435302734,-20.088436126708984
24.573720932006836,-44.09505844116211,-20.08863067626953
24.96586799621582,-44.316734313964844,-20.08881950378418
25.37189292907715,-44.541725158691406,-20.088979721069336
25.76787757873535,-44.756771087646484,-20.0891056060791
26.165700912475586,-44.96852111816406,-20.089231491088867
26.57747459411621,-45.1832275390625,-20.0893611907959
26.978944778442383,-45.38822555541992,-20.089487075805664
27.3944149017334,-45.59592819213867,-20.089616775512695
27.79941177368164,-45.794090270996094,-20.08974266052246
28.206100463867188,-45.988853454589844,-20.089868545532227
28.62685203552246,-46.185943603515625,-20.089998245239258
29.03688621520996,-46.37374496459961,-20.090124130249023
29.461021423339844,-46.563621520996094,-20.090253829956055
29.874279022216797,-46.74436950683594,-20.09037971496582
30.289079666137695,-46.92161560058594,-20.090505599975586
30.718034744262695,-47.100547790527344,-20.090593338012695
31.135881423950195,-47.2706184387207,-20.090656280517578
31.567913055419922,-47.442108154296875,-20.090721130371094
31.98868751525879,-47.60490036010742,-20.090784072875977
32.410865783691406,-47.76408767700195,-20.09084701538086
32.80869674682617,-47.910316467285156,-20.090906143188477
33.23349380493164,-48.06243896484375,-20.09096908569336
33.67253494262695,-48.215328216552734,-20.091033935546875
34.09995651245117,-48.35997009277344,-20.091096878051758
34.52862548828125,-48.50090026855469,-20.09115982055664
34.971561431884766,-48.64219284057617,-20.091224670410156
35.40267562866211,-48.7755241394043,-20.09128761291504
35.84805679321289,-48.90895080566406,-20.091352462768555
36.28147888183594,-49.03459548950195,-20.091415405273438
36.729183197021484,-49.160072326660156,-20.091480255126953
37.164791107177734,-49.27796936035156,-20.091514587402344
37.61467742919922,-49.39541244506836,-20.091514587402344
38.05233383178711,-49.50547790527344,-20.091514587402344
38.5042610168457,-49.61482620239258,-20.091514587402344
38.95717239379883,-49.720035552978516,-20.091514587402344
39.39767074584961,-49.81817626953125,-20.091514587402344
39.85240936279297,-49.91518783569336,-20.091514587402344
40.294620513916016,-50.005348205566406,-20.091514587402344
40.73762130737305,-50.09153747558594,-20.091514587402344
41.19483947753906,-50.17620849609375,-20.091514587402344
41.652828216552734,-50.25663757324219,-20.091514587402344
42.09804153442383,-50.33064270019531,-20.091514587402344
42.55742645263672,-50.40271759033203,-20.091514587402344
43.00392532348633,-50.468589782714844,-20.091514587402344
43.46456527709961,-50.532249450683594,-20.091514587402344
43.91220474243164,-50.589935302734375,-20.091514587402344
44.37394332885742,-50.645137786865234,-20.091514587402344
44.82258224487305,-50.694610595703125,-20.091514587402344
45.285274505615234,-50.74135208129883,-20.091514587402344
45.734764099121094,-50.7825813293457,-20.091514587402344
46.18461227416992,-50.81972122192383,-20.091514587402344
46.648433685302734,-50.85376739501953,-20.091514587402344
47.09890365600586,-50.88264465332031,-20.091514587402344
47.56329345703125,-50.90813064575195,-20.091514587402344
48.014251708984375,-50.928733825683594,-20.091514587402344
48.46537780761719,-50.94522476196289,-20.091514587402344
48.93032455444336,-50.957969665527344,-20.091514587402344
49.3817138671875,-50.96615219116211,-20.091514587402344
49.83313751220703,-50.97028732299805,-20.091514587402344
50.298240661621094,-50.97022247314453,-20.091514587402344
50.749664306640625,-50.966060638427734,-20.091514587402344
51.21476745605469,-50.95744705200195,-20.091514587402344
51.666107177734375,-50.944984436035156,-20.091514587402344
52.13100814819336,-50.9278450012207,-20.091514587402344
52.59574890136719,-50.90637969970703,-20.091514587402344
53.04661178588867,-50.88142395019531,-20.091514587402344
53.510902404785156,-50.85143280029297,-20.091514587402344
53.96126937866211,-50.818199157714844,-20.091514587402344
54.424957275390625,-50.779727935791016,-20.091514587402344
54.874664306640625,-50.73826599121094,-20.091514587402344
55.323997497558594,-50.692752838134766,-20.091514587402344
55.78651428222656,-50.641632080078125,-20.091514587402344
56.2349739074707,-50.587921142578125,-20.091514587402344
56.68294143676758,-50.53018569946289,-20.091514587402344
57.1303825378418,-50.46842956542969,-20.091514587402344
57.59080505371094,-50.40060806274414,-20.091514587402344
58.037078857421875,-50.330711364746094,-20.091514587402344
58.496219635009766,-50.254539489746094,-20.091514587402344
58.9411735534668,-50.17655563354492,-20.091514587402344
59.39888000488281,-50.09204864501953,-20.091514587402344
59.84238052368164,-50.00600814819336,-20.091514587402344
60.29851150512695,-49.91322708129883,-20.091514587402344
60.74040222167969,-49.81916809082031,-20.091514587402344
61.18144989013672,-49.72117233276367,-20.091514587402344
61.634944915771484,-49.61611557006836,-20.091514587402344
62.07417678833008,-49.51018142700195,-20.091514587402344
62.525726318359375,-49.39695739746094,-20.091514587402344
62.96299743652344,-49.283119201660156,-20.091514587402344
63.399261474609375,-49.165409088134766,-20.091514587402344
63.847633361816406,-49.04008483886719,-20.091514587402344
64.2817153930664,-48.91455078125,-20.091514587402344
64.71468353271484,-48.7851676940918,-20.091514587402344
65.1595687866211,-48.64787292480469,-20.091514587402344
65.59016418457031,-48.5107421875,-20.091514587402344
66.03252410888672,-48.365482330322266,-20.091514587402344
66.46060943603516,-48.22065734863281,-20.091514587402344
66.88740539550781,-48.07205581665039,-20.091514587402344
67.3128662109375,-47.91969299316406,-20.091514587402344
67.74982452392578,-47.7588005065918,-20.091514587402344
68.17251586914062,-47.598854064941406,-20.091514587402344
68.60652160644531,-47.43016815185547,-20.091514587402344
69.02629089355469,-47.2626838684082,-20.091514587402344
69.44457244873047,-47.091514587402344,-20.091514587402344
69.87393951416016,-46.911312103271484,-20.091514587402344
70.28910064697266,-46.732696533203125,-20.091514587402344
70.7151870727539,-46.544857025146484,-20.091514587402344
71.12708282470703,-46.358856201171875,-20.091514587402344
71.54973602294922,-46.1634407043457,-20.091514587402344
71.97061157226562,-45.96419906616211,-20.091514587402344
72.37737274169922,-45.767181396484375,-20.091514587402344
72.78238677978516,-45.566593170166016,-20.091514587402344
73.19781494140625,-45.35620880126953,-20.091514587402344
73.59918212890625,-45.14842224121094,-20.091514587402344
73.99870300292969,-44.93711471557617,-20.091514587402344
74.40837097167969,-44.715736389160156,-20.091514587402344
74.8040542602539,-44.49732971191406,-20.091514587402344
75.2096939086914,-44.26866912841797,-20.091522216796875
75.60140228271484,-44.04323196411133,-20.091537475585938
76.00289154052734,-43.80736541748047,-20.091537475585938
76.3788070678711,-43.58205795288086,-20.091537475585938
76.7644271850586,-43.34635543823242,-20.091556549072266
77.1595458984375,-43.099971771240234,-20.091556549072266
77.54087829589844,-42.85741424560547,-20.091556549072266
77.93151092529297,-42.604007720947266,-20.091556549072266
78.30844116210938,-42.35466384887695,-20.091571807861328
78.68315887451172,-42.102012634277344,-20.091571807861328
79.0668716430664,-41.8382568359375,-20.091571807861328
79.4369888305664,-41.57893753051758,-20.091571807861328
79.81591033935547,-41.308353424072266,-20.091571807861328
80.18132019042969,-41.042442321777344,-20.091571807861328
80.54437255859375,-40.7733154296875,-20.091571807861328
80.91590881347656,-40.4926872253418,-20.091571807861328
81.27405548095703,-40.21709060668945,-20.091571807861328
81.64049530029297,-39.92984390258789,-20.091571807861328
81.99363708496094,-39.64787673950195,-20.091571807861328
82.3442611694336,-39.36279296875,-20.091571807861328
82.70285034179688,-39.06583023071289,-20.091571807861328
83.03785705566406,-38.78335952758789,-20.091571807861328
83.39112854003906,-38.4800910949707,-20.091571807861328
83.74160766601562,-38.173614501953125,-20.091571807861328
84.07909393310547,-37.87310028076172,-20.091571807861328
84.42399597167969,-37.560367584228516,-20.091571807861328
84.75599670410156,-37.25382995605469,-20.091571807861328
85.09522247314453,-36.934940338134766,-20.091571807861328
85.42168426513672,-36.622474670410156,-20.091571807861328
85.75508117675781,-36.297523498535156,-20.091571807861328
86.0758285522461,-35.97922897338867,-20.091571807861328
86.4033203125,-35.64832305908203,-20.091571807861328
86.71826171875,-35.32429504394531,-20.091571807861328
87.03972625732422,-34.987552642822266,-20.091571807861328
87.3487777709961,-34.657901763916016,-20.091571807861328
87.65487670898438,-34.32551193237305,-20.091571807861328
87.96715545654297,-33.980220794677734,-20.091571807861328
88.26720428466797,-33.64236068725586,-20.091571807861328
88.57319641113281,-33.29148483276367,-20.091571807861328
88.8670883178711,-32.94826126098633,-20.091571807861328
89.16668701171875,-32.5919189453125,-20.091571807861328
89.454345703125,-32.243446350097656,-20.091571807861328
89.74746704101562,-31.881752014160156,-20.091571807861328
90.02877044677734,-31.528141021728516,-20.091571807861328
90.30691528320312,-31.172040939331055,-20.091571807861328
90.5818862915039,-30.8134765625,-20.091571807861328
90.86184692382812,-30.441499710083008,-20.091571807861328
91.13029479980469,-30.078027725219727,-20.091571807861328
91.40348052978516,-29.70105743408203,-20.091571807861328
91.65743255615234,-29.34398651123047,-20.091571807861328
91.92388153076172,-28.96221160888672,-20.091571807861328
92.17912292480469,-28.589344024658203,-20.091571807861328
92.43104553222656,-28.214214324951172,-20.091571807861328
92.68708801269531,-27.825393676757812,-20.091571807861328
92.93218994140625,-27.445775985717773,-20.091571807861328
93.18118286132812,-27.052391052246094,-20.091571807861328
93.41938781738281,-26.668405532836914,-20.091571807861328
93.66122436523438,-26.270584106445312,-20.091571807861328
93.89246368408203,-25.882354736328125,-20.091571807861328
94.12709045410156,-25.4802303314209,-20.091571807861328
94.35128021240234,-25.087888717651367,-20.091571807861328
94.57859802246094,-24.68159294128418,-20.091571807861328
94.79566955566406,-24.285268783569336,-20.091571807861328
95.00920867919922,-23.88702964782715,-20.091571807861328
95.22551727294922,-23.474754333496094,-20.091571807861328
95.43183135986328,-23.072725296020508,-20.091571807861328
95.63457489013672,-22.66887855529785,-20.091571807861328
95.8396987915039,-22.250925064086914,-20.091571807861328
96.03512573242188,-21.843482971191406,-20.091571807861328
96.2326889038086,-21.421897888183594,-20.091571807861328
96.42074584960938,-21.010997772216797,-20.091571807861328
96.61067199707031,-20.585912704467773,-20.091571807861328
96.79129028320312,-20.17168426513672,-20.091571807861328
96.9735336303711,-19.743244171142578,-20.091571807861328
97.14665985107422,-19.325824737548828,-20.091571807861328
97.32115173339844,-18.894168853759766,-20.091571807861328
97.48672485351562,-18.473697662353516,-20.091571807861328
97.6534194946289,-18.03896713256836,-20.091571807861328
97.8114013671875,-17.61557960510254,-20.091571807861328
97.9702377319336,-17.177913665771484,-20.091571807861328
98.12056732177734,-16.751750946044922,-20.091571807861328
98.26712036132812,-16.324270248413086,-20.091571807861328
98.41413879394531,-15.88249397277832,-20.091571807861328
98.55297088623047,-15.45244312286377,-20.091571807861328
98.68798065185547,-15.021177291870117,-20.091571807861328
98.82308959960938,-14.575607299804688,-20.091571807861328
98.95032501220703,-14.141980171203613,-20.091571807861328
99.077392578125,-13.694051742553711,-20.091571807861328
99.1968002319336,-13.258206367492676,-20.091571807861328
99.31578063964844,-12.808067321777344,-20.091571807861328
99.42733764648438,-12.370140075683594,-20.091571807861328
99.5382080078125,-11.917925834655762,-20.091571807861328
99.64186096191406,-11.47806453704834,-20.091571807861328
99.74162292480469,-11.037302017211914,-20.091571807861328
99.84031677246094,-10.582275390625,-20.091571807861328
99.93212890625,-10.139788627624512,-20.091571807861328
100.02262115478516,-9.683059692382812,-20.091571807861328
100.10646057128906,-9.238992691040039,-20.091571807861328
100.18872833251953,-8.780712127685547,-20.091571807861328
100.26680755615234,-8.321700096130371,-20.091571807861328
100.33857727050781,-7.875523567199707,-20.091571807861328
100.40641021728516,-7.4287285804748535,-20.091571807861328
100.47026062011719,-6.981350898742676,-20.091571807861328
100.53192138671875,-6.519842624664307,-20.091571807861328
100.58771514892578,-6.0713887214660645,-20.091571807861328
100.64106750488281,-5.608848571777344,-20.091571807861328
100.68879699707031,-5.159465312957764,-20.091571807861328
100.73381042480469,-4.696040630340576,-20.091571807861328
100.77345275878906,-4.2458720207214355,-20.091571807861328
100.81011199951172,-3.7817142009735107,-20.091571807861328
100.84165954589844,-3.330906867980957,-20.091571807861328
100.86997985839844,-2.8661653995513916,-20.091571807861328
100.89340209960938,-2.4148643016815186,-20.091571807861328
100.9128189086914,-1.9633738994598389,-20.091571807861328
100.9282455444336,-1.5117294788360596,-20.091571807861328
100.93995666503906,-1.0462753772735596,-20.091571807861328
100.94725799560547,-0.5944280028343201,-20.091571807861328
100.95055389404297,-0.14253400266170502,-20.091571807861328
100.94975280761719,0.3230648338794708,-20.091571807861328
100.9449234008789,0.7749437689781189,-20.091571807861328
100.93608856201172,1.2267616987228394,-20.091571807861328
100.92324829101562,1.678483009338379,-20.091571807861328
100.90582275390625,2.143754243850708,-20.091571807861328
100.88553619384766,2.5814931392669678,-20.091571807861328
100.85987854003906,3.0463812351226807,-20.091571807861328
100.83184814453125,3.483692169189453,-20.091571807861328
100.79793548583984,3.9480504989624023,-20.091571807861328
100.7597885131836,4.412079811096191,-20.091571807861328
100.71871948242188,4.86210823059082,-20.091571807861328
100.67222595214844,5.325373649597168,-20.091571807861328
100.623046875,5.774589538574219,-20.091571807861328
100.56990051269531,6.223351001739502,-20.091571807861328
100.51097106933594,6.685200214385986,-20.091571807861328
100.44975280761719,7.132931709289551,-20.091571807861328
100.38251495361328,7.593642711639404,-20.091571807861328
100.31324768066406,8.040197372436523,-20.091571807861328
100.2400131225586,8.486119270324707,-20.091571807861328
100.16043090820312,8.944855690002441,-20.091571807861328
100.07917785644531,9.389386177062988,-20.091571807861328
99.99134063720703,9.846612930297852,-20.091571807861328
99.90209197998047,10.289608001708984,-20.091571807861328
99.80892181396484,10.731791496276855,-20.091571807861328
99.70882415771484,11.186491012573242,-20.091571807861328
99.60770416259766,11.62692642211914,-20.091571807861328
99.49943542480469,12.079748153686523,-20.091571807861328
99.39039611816406,12.518288612365723,-20.091571807861328
99.2774658203125,12.955845832824707,-20.091571807861328
99.15706634521484,13.405595779418945,-20.091571807861328
99.0362777709961,13.841047286987305,-20.091571807861328
98.90778350830078,14.288554191589355,-20.091571807861328
98.7791748046875,14.721755981445312,-20.091571807861328
98.64264678955078,15.166873931884766,-20.091571807861328
98.5062484741211,15.59769058227539,-20.091571807861328
98.36603546142578,16.027278900146484,-20.091571807861328
98.21758270263672,16.46856689453125,-20.091571807861328
98.06964874267578,16.89556121826172,-20.091571807861328
97.91326904296875,17.334102630615234,-20.091571807861328
97.7576675415039,17.75835609436035,-20.091571807861328
97.59341430664062,18.19400978088379,-20.091571807861328
97.4301986694336,18.61539649963379,-20.091571807861328
97.26325225830078,19.03531837463379,-20.091571807861328
97.08734893798828,19.46639633178711,-20.091571807861328
96.91285705566406,19.883241653442383,-20.091571807861328
96.73467254638672,20.29852294921875,-20.091571807861328
96.5472412109375,20.72471809387207,-20.091571807861328
96.36161041259766,21.136722564697266,-20.091571807861328
96.1665267944336,21.559473037719727,-20.091571807861328
95.97349548339844,21.96806526184082,-20.091571807861328
95.77684783935547,22.374929428100586,-20.091571807861328
95.57048034667969,22.79228401184082,-20.091571807861328
95.36654663085938,23.19554328918457,-20.091571807861328
95.15902709960938,23.596975326538086,-20.091571807861328
94.94152069091797,24.008630752563477,-20.091571807861328
94.726806640625,24.406259536743164,-20.091571807861328
94.50190734863281,24.813932418823242,-20.091571807861328
94.28007507324219,25.207630157470703,-20.091571807861328
94.05474853515625,25.599348068237305,-20.091571807861328
93.81897735595703,26.000825881958008,-20.091571807861328
93.58663940429688,26.388425827026367,-20.091571807861328
93.34366607666016,26.785598754882812,-20.091571807861328
93.10438537597656,27.168947219848633,-20.091571807861328
92.8617172241211,27.550159454345703,-20.091571807861328
92.60816955566406,27.940654754638672,-20.091571807861328
92.3586654663086,28.317432403564453,-20.091571807861328
92.0981216430664,28.703298568725586,-20.091571807861328
91.84187316894531,29.07552146911621,-20.091571807861328
91.58234405517578,29.44546127319336,-20.091571807861328
91.3115234375,29.824186325073242,-20.091571807861328
91.04537200927734,30.189390182495117,-20.091571807861328
90.76776885986328,30.56317901611328,-20.091571807861328
90.49508666992188,30.92353057861328,-20.091571807861328
90.21080780029297,31.292261123657227,-20.091571807861328
89.92317199707031,31.65837860107422,-20.091571807861328
89.64080047607422,32.011199951171875,-20.091571807861328
89.35530853271484,32.36150360107422,-20.091571807861328
89.05793762207031,32.71976089477539,-20.091571807861328
88.76618957519531,33.06486511230469,-20.091571807861328
88.47139739990234,33.407371520996094,-20.091571807861328
88.16450500488281,33.75750732421875,-20.091571807861328
87.86359405517578,34.09465026855469,-20.091571807861328
87.55044555664062,34.43920135498047,-20.091571807861328
87.24351501464844,34.7708740234375,-20.091571807861328
86.9242172241211,35.109737396240234,-20.091571807861328
86.61137390136719,35.435821533203125,-20.091571807861328
86.29563903808594,35.759132385253906,-20.091571807861328
85.96736145019531,36.089290618896484,-20.091571807861328
85.6458511352539,36.406864166259766,-20.091571807861328
85.31169891357422,36.7310676574707,-20.091571807861328
84.98456573486328,37.04280090332031,-20.091571807861328
84.6546630859375,37.351619720458984,-20.091571807861328
84.32201385498047,37.65749740600586,-20.091571807861328
83.97647094726562,37.969547271728516,-20.091571807861328
83.62808990478516,38.27842712402344,-20.091571807861328
83.27690124511719,38.5841178894043,-20.091571807861328
82.93338775634766,38.87773132324219,-20.091571807861328
82.5872802734375,39.16828918457031,-20.091571807861328
82.22801208496094,39.46442794799805,-20.091571807861328
81.8767318725586,39.74871063232422,-20.091571807861328
81.52293395996094,40.02985763549805,-20.091571807861328
81.15583801269531,40.31623840332031,-20.091571807861328
80.79704284667969,40.59097671508789,-20.091571807861328
80.43582916259766,40.86252212524414,-20.091571807861328
80.06116485595703,41.13893127441406,-20.091571807861328
79.69512939453125,41.4039306640625,-20.091571807861328
79.31554412841797,41.67355728149414,-20.091571807861328
78.94478607177734,41.931922912597656,-20.091571807861328
78.56041717529297,42.19466781616211,-20.091571807861328
78.18506622314453,42.446311950683594,-20.091571807861328
77.80750274658203,42.69462203979492,-20.091571807861328
77.42774963378906,42.9395751953125,-20.091571807861328
77.03423309326172,43.18841552734375,-20.091571807861328
76.6501235961914,43.426490783691406,-20.091571807861328
76.25220489501953,43.66820526123047,-20.091571807861328
75.86388397216797,43.89932632446289,-20.091571807861328
75.47352600097656,44.12699890136719,-20.091571807861328
75.0692367553711,44.35793685913086,-20.091571807861328
74.67484283447266,44.57854080200195,-20.091571807861328
74.27850341796875,44.79563522338867,-20.091571807861328
73.86815643310547,45.015625,-20.091571807861328
73.46797943115234,45.225547790527344,-20.091571807861328
73.05374908447266,45.438106536865234,-20.091571807861328
72.63758850097656,45.646873474121094,-20.091571807861328
72.24417877197266,45.839881896972656,-20.091571807861328
71.82437133789062,46.041236877441406,-20.091571807861328
71.41517639160156,46.232994079589844,-20.091571807861328
70.99181365966797,46.4267578125,-20.091571807861328
70.5792236328125,46.611114501953125,-20.091571807861328
70.16502380371094,46.79180908203125,-20.091571807861328
69.73661041259766,46.974124908447266,-20.091571807861328
69.31922149658203,47.1473274230957,-20.091571807861328
68.90032196044922,47.31682205200195,-20.091571807861328
68.4671630859375,47.48755645751953,-20.091571807861328
68.04528045654297,47.649478912353516,-20.091571807861328
67.62196350097656,47.807655334472656,-20.091571807861328
67.18437194824219,47.96669006347656,-20.091571807861328
